,category,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,sensor31,sensor32,sensor33,sensor34,sensor35,sensor36,sensor37,sensor38,sensor39,sensor40,sensor41,sensor42,sensor43,sensor44,sensor45,sensor46,sensor47,sensor48,sensor49,sensor50,sensor51,sensor52,sensor53,sensor54,sensor55,sensor56,sensor57,sensor58,sensor59,sensor60,sensor61,sensor62,sensor63,sensor64,sensor65,sensor66
51,coffee,18173.3,18173.7,41842.9,41865.9,41858.7,36042.9,36052.9,36088.5,20243.5,20245.7,20247.5,16784.3,16785.5,16788.5,20999.9,20986.6,27120.6,27088.8,8531.6,8530.7,8532.8,14358.5,14359.3,14355.6,27806.9,27791.5,27798.4,49658.0,49678.9,49691.2,19297.9,19303.0,41393.2,41386.8,40560.5,40505.2,40550.2,202118.6,201478.8,201067.0,104525.9,104117.9,104552.6,110068.2,110496.6,110446.3,119262.5,119766.7,1653569.6,1655408.9,55737.5,55774.6,55713.4,17215.9,17218.2,17211.4,1092.6,1092.5,1092.5,5484.8,5488.8,5491.1,28825.7,28847.1,26.959999,43.810001
52,coffee,18165.7,18173.2,41949.7,41965.1,41970.0,36121.3,36082.0,36103.1,20259.1,20259.1,20265.7,16834.6,16838.2,16834.3,20999.5,20993.7,27122.7,27091.9,8534.1,8537.3,8537.2,14369.6,14366.5,14372.9,27868.0,27860.0,27874.6,49821.8,49826.8,49835.4,19307.9,19303.4,41426.6,41442.3,40576.0,40628.6,40615.0,202328.2,201978.0,202067.1,104502.1,104221.9,104571.0,110492.5,110566.4,110594.2,119355.8,119761.9,1665830.6,1634951.5,55836.2,55869.5,55861.9,17215.0,17214.9,17220.1,1092.6,1092.6,1092.5,5491.6,5496.0,5497.6,28858.3,28855.7,26.940001,43.610001
53,coffee,18185.7,18180.0,42054.0,42028.4,42016.6,36213.2,36199.4,36228.5,20275.4,20276.5,20278.8,16895.7,16898.2,16892.9,21000.5,21004.5,27130.3,27090.5,8536.5,8536.9,8537.1,14379.2,14387.7,14384.9,27955.7,27930.9,27896.2,49862.8,49952.0,49922.5,19320.6,19314.1,41430.8,41429.3,40728.2,40663.1,40761.0,202462.5,202652.0,203233.4,105019.6,104958.5,104916.8,111823.9,111809.2,112052.5,119675.2,119625.8,1613242.9,1623581.8,56138.7,56119.0,56036.2,17244.1,17230.5,17231.3,1092.6,1092.6,1092.5,5502.5,5505.9,5508.4,28880.4,28849.8,26.959999,43.480000
54,coffee,18205.6,18210.2,42151.0,42202.2,42144.8,36853.0,36810.9,36821.0,20282.7,20281.2,20282.7,17033.1,17024.6,17025.5,20993.8,21018.7,27136.6,27133.0,8541.4,8543.1,8544.6,14369.8,14369.2,14370.9,28094.7,28087.0,28070.0,50196.4,50203.2,50211.4,19332.2,19327.3,41463.3,41401.2,40831.4,40821.7,40793.8,202658.9,202772.9,203275.0,104990.9,105047.4,104851.1,111878.6,112041.9,112237.4,119729.4,119645.1,1619606.6,1631367.4,56195.7,56202.9,56239.8,17237.4,17234.7,17235.2,1092.6,1092.5,1092.5,5508.4,5510.9,5514.7,28880.3,28897.9,26.990000,43.160000
55,coffee,18200.0,18193.5,42106.9,42141.1,42120.0,36772.0,36798.7,36831.0,20302.1,20298.2,20296.0,17038.6,17053.0,17046.5,21017.3,21013.2,27155.9,27121.0,8547.8,8547.4,8547.1,14380.9,14377.0,14385.0,28144.1,28131.9,28133.3,50301.1,50272.0,50283.2,19350.0,19329.6,41418.1,41476.3,40787.5,40783.4,40807.8,202369.5,202524.5,202949.2,105194.2,104878.9,105143.1,111944.9,111957.5,112136.9,119421.7,119581.3,1638776.8,1671677.4,56351.3,56368.7,56329.9,17248.8,17250.4,17243.4,1092.6,1092.6,1092.5,5515.6,5519.3,5522.0,28872.5,28892.1,27.010000,42.099998
56,coffee,18203.7,18205.8,42243.3,42275.0,42225.1,37021.7,37001.4,37000.6,20308.4,20309.3,20303.5,17103.9,17106.6,17110.6,21008.1,21014.1,27138.2,27109.7,8549.3,8551.6,8550.5,14384.2,14386.3,14395.2,28203.7,28197.4,28198.6,50406.9,50457.7,50400.7,19332.5,19329.8,41430.8,41487.1,40802.9,40868.5,40708.0,202658.9,202821.2,203368.8,104615.1,105135.6,105130.0,112347.7,112364.7,112173.9,119566.9,119633.0,1674969.6,1647164.8,56456.5,56460.2,56432.9,17259.9,17254.3,17261.2,1092.6,1092.6,1092.5,5520.0,5523.2,5524.9,28900.2,28901.7,26.990000,41.770000
57,coffee,18206.4,18200.8,42168.6,42203.7,42214.2,36883.8,36872.0,36860.5,20318.3,20310.1,20318.5,17114.5,17118.1,17115.6,21014.2,21007.2,27136.3,27122.8,8550.1,8549.4,8547.1,14401.5,14399.9,14406.4,28081.9,28117.7,28096.8,50254.5,50233.3,50274.9,19328.1,19333.2,41450.9,41414.5,40698.2,40745.1,40695.5,202724.5,202180.4,202914.6,104545.2,104612.3,104582.9,110787.8,110459.7,110675.4,119606.6,119739.0,1654488.8,1634053.9,56436.6,56427.8,56484.9,17257.0,17257.0,17255.5,1092.6,1092.5,1092.5,5523.3,5527.1,5529.5,28906.8,28898.8,27.010000,41.389999
58,coffee,18199.9,18207.0,42213.1,42278.8,42245.7,36770.0,36783.8,36811.2,20318.6,20332.8,20324.6,17158.9,17155.5,17159.2,21017.9,21017.1,27155.3,27114.3,8553.5,8554.0,8552.9,14432.6,14436.8,14436.9,28135.6,28119.9,28117.1,50394.5,50346.5,50376.2,19339.9,19339.6,41425.7,41408.0,40660.6,40714.5,40784.8,203288.9,203518.4,202569.2,104498.4,104841.0,104571.0,110461.7,110415.6,110371.5,119672.7,119494.9,1668398.2,1628689.6,56506.4,56427.8,56499.4,17252.8,17262.7,17260.3,1092.6,1092.6,1092.5,5525.8,5529.7,5532.8,28925.4,28928.7,27.010000,41.830002
59,coffee,18202.4,18200.0,42199.6,42243.0,42248.2,36719.1,36689.0,36676.6,20331.5,20329.6,20325.8,17182.6,17184.9,17182.4,21013.0,21010.9,27154.3,27125.7,8556.1,8556.3,8557.2,14461.0,14448.1,14450.5,28185.6,28178.8,28168.4,50448.9,50446.7,50501.2,19348.2,19342.3,41399.7,41382.6,40744.0,40734.2,40703.4,202300.7,203341.0,202686.5,104656.5,104581.1,104767.1,109975.7,110024.5,110150.8,119559.7,119901.9,1665830.6,1668398.2,56481.2,56400.5,56491.6,17262.3,17261.0,17258.9,1092.6,1092.6,1092.5,5530.3,5534.0,5537.1,28911.2,28952.1,27.010000,42.630001
60,coffee,18205.8,18205.2,42359.3,42325.3,42344.8,36572.0,36562.7,36516.5,20349.3,20339.3,20339.3,17211.2,17209.6,17205.0,21005.1,21011.7,27156.8,27126.2,8560.2,8556.4,8558.0,14467.1,14469.5,14469.9,28213.9,28202.5,28207.2,50556.2,50541.1,50589.8,19344.2,19334.7,41397.6,41463.3,40788.3,40744.5,40767.1,202617.5,203063.5,203139.8,104616.9,104454.4,104490.1,109567.5,109658.4,109500.9,119274.5,119583.7,1613680.2,1664433.6,56655.9,56517.9,56506.9,17262.4,17266.8,17263.0,1092.6,1092.5,1092.5,5535.4,5540.1,5542.6,28947.3,28948.8,26.990000,43.340000
61,coffee,18205.9,18209.3,42388.4,42405.7,42409.8,36488.2,36486.1,36507.1,20368.4,20354.6,20350.7,17249.5,17253.0,17250.0,21010.0,20999.5,27132.5,27117.2,8561.9,8560.7,8560.6,14484.2,14489.5,14494.9,28246.8,28251.4,28258.8,50697.0,50685.6,50690.5,19354.2,19353.4,41427.5,41451.5,40681.6,40731.0,40651.7,203226.5,202772.9,203389.7,104325.2,104527.8,104603.1,108973.3,109378.1,109309.8,119696.8,119544.1,1630473.8,1656560.4,56574.7,56561.5,56492.2,17273.4,17272.4,17266.3,1092.6,1092.5,1092.5,5542.3,5546.2,5548.3,28977.9,28967.8,27.020000,44.020000
62,coffee,18207.2,18206.7,42502.9,42482.1,42472.9,36437.8,36453.1,36459.8,20370.6,20374.2,20370.3,17298.8,17299.7,17293.1,21025.5,21023.2,27154.0,27137.0,8566.7,8565.4,8566.1,14502.7,14507.6,14504.0,28303.3,28314.8,28295.1,50788.9,50839.3,50857.6,19357.4,19358.3,41477.2,41490.2,40721.1,40746.5,40726.5,203560.1,203063.5,204125.7,104441.5,104684.1,104475.5,109119.3,108817.9,109202.4,119520.1,119823.4,1694033.8,1620929.4,56630.5,56557.2,56601.4,17274.0,17273.9,17271.8,1092.6,1092.5,1092.5,5549.5,5553.2,5555.2,28970.8,28975.0,27.040001,44.689999
63,coffee,18212.8,18222.8,42649.9,42639.2,42655.5,36458.3,36437.3,36477.9,20385.6,20383.6,20388.1,17351.7,17366.7,17346.6,21017.0,21013.8,27139.4,27119.4,8569.4,8570.4,8572.1,14514.2,14520.0,14523.3,28454.8,28461.5,28469.9,51149.8,51104.2,51051.3,19364.8,19361.2,41477.8,41459.1,40783.4,40748.7,40779.5,202693.5,203275.0,202146.1,104509.4,104793.9,104293.2,108788.0,108671.7,108893.5,119621.0,119494.9,1613680.2,1653569.6,56620.0,56652.6,56682.1,17276.7,17278.3,17273.2,1092.6,1092.5,1092.5,5554.2,5557.7,5562.0,28981.1,28995.4,27.049999,45.169998
64,coffee,18218.0,18208.7,42621.7,42637.3,42656.8,36087.4,36083.1,36081.6,20408.3,20404.4,20397.8,17352.4,17352.7,17357.9,21011.0,21008.9,27160.5,27128.5,8573.5,8572.5,8573.7,14524.0,14520.4,14529.8,28435.6,28440.8,28437.7,51097.0,51109.7,51075.5,19370.5,19376.8,41493.3,41482.9,40692.2,40800.9,40770.0,203455.7,203125.9,203605.4,104746.8,105370.3,104658.4,108718.4,108642.9,109016.3,119606.6,119618.6,1659793.2,1642393.4,56647.2,56672.1,56745.1,17289.5,17294.8,17283.8,1092.6,1092.6,1092.5,5562.5,5566.6,5569.3,28999.4,29007.2,27.020000,45.570000
65,coffee,18222.0,18222.6,42777.2,42778.3,42804.0,36222.9,36145.6,36237.8,20421.1,20426.6,20422.6,17426.9,17425.3,17428.9,21023.7,21014.6,27172.7,27129.8,8577.0,8576.8,8578.2,14531.7,14534.1,14538.3,28562.5,28590.0,28580.7,51332.5,51322.5,51344.9,19388.5,19380.9,41509.7,41531.3,40687.6,40739.1,40793.0,203525.3,203469.6,204529.1,104900.2,104848.4,104748.7,108761.1,109239.5,109100.3,119710.1,119581.3,1661646.1,1669802.0,56763.0,56693.2,56724.5,17288.7,17296.7,17293.3,1092.6,1092.5,1092.5,5569.7,5573.4,5576.2,29004.0,29026.1,27.049999,46.529999
66,coffee,18232.4,18234.2,42892.7,42890.5,42890.9,36180.2,36141.9,36159.2,20445.0,20441.6,20446.5,17475.3,17479.4,17478.7,21015.4,21019.1,27161.2,27141.2,8580.3,8582.0,8581.4,14528.7,14536.7,14532.1,28718.1,28709.4,28704.0,51601.9,51574.8,51573.1,19383.0,19393.4,41533.3,41498.1,40836.9,40793.2,40889.6,204297.4,204522.1,204160.7,105148.6,105052.1,105112.4,109482.8,109470.7,109814.3,119463.7,119618.6,1598944.9,1643753.9,56774.1,56764.1,56776.8,17299.3,17293.0,17295.6,1092.6,1092.6,1092.5,5577.6,5581.4,5584.2,29035.6,29042.8,27.049999,46.709999
67,coffee,18242.8,18233.5,43054.1,43011.7,43009.0,36253.9,36243.0,36249.9,20469.0,20461.9,20465.0,17547.4,17548.3,17549.8,21027.9,21021.0,27158.2,27132.2,8581.8,8581.3,8582.4,14531.1,14537.6,14538.1,28731.2,28741.4,28743.2,51639.2,51634.0,51688.8,19397.2,19394.2,41546.8,41528.4,40975.0,40998.8,40997.9,204241.3,204118.7,204083.7,104648.2,104884.4,104779.1,109549.3,109258.6,109400.2,119522.5,119665.5,1613242.9,1623139.1,56844.2,56868.1,56906.5,17306.2,17299.8,17305.4,1092.6,1092.5,1092.5,5585.1,5589.1,5591.5,29046.0,29056.2,27.040001,46.650002
68,coffee,18265.6,18271.3,43217.7,43231.3,43248.9,36657.3,36662.0,36680.5,20490.4,20481.5,20472.8,17661.8,17665.5,17668.6,21018.9,21029.6,27174.7,27154.8,8583.6,8582.2,8584.0,14533.7,14537.1,14539.9,28867.3,28859.4,28844.2,51871.7,51837.8,51908.9,19396.8,19394.8,41504.3,41510.8,40883.2,40881.3,40968.4,204606.5,204206.2,204796.6,105243.5,105312.5,105328.3,109822.4,110032.6,109573.5,119675.2,119766.7,1669333.9,1652193.0,57041.9,57073.2,57062.5,17323.8,17319.4,17321.0,1092.6,1092.6,1092.5,5593.5,5597.3,5600.2,29058.1,29059.0,27.059999,46.520000
69,coffee,18255.1,18263.3,43265.7,43254.4,43258.6,36743.1,36723.3,36730.7,20493.2,20486.2,20487.9,17704.6,17705.8,17721.2,21027.4,21029.9,27175.0,27135.9,8585.1,8584.6,8584.4,14534.2,14539.7,14540.1,28941.4,28906.4,28920.7,51990.2,52000.9,51977.7,19401.3,19402.6,41514.0,41548.9,41108.6,41087.1,41068.8,204332.5,204599.4,204501.0,105055.8,105197.9,105171.9,109610.9,109903.5,110082.5,119628.2,120081.0,1610188.6,1638325.8,57164.3,57154.1,57137.9,17326.8,17317.3,17323.5,1092.6,1092.5,1092.5,5597.4,5602.8,5604.6,29078.4,29075.9,27.059999,45.990002
70,coffee,18261.8,18265.3,43327.1,43390.6,43372.8,36746.9,36774.9,36752.4,20495.1,20497.2,20498.6,17757.6,17758.2,17757.1,21034.6,21023.7,27170.4,27138.4,8587.2,8586.8,8586.1,14541.5,14544.2,14537.8,29029.0,29027.0,29021.5,52183.8,52144.8,52136.8,19403.8,19399.3,41557.7,41510.3,41143.4,41084.4,41093.3,205489.6,205156.7,204771.9,105251.9,105487.1,106233.1,110157.9,110274.3,110304.0,120024.1,119642.7,1652193.0,1621812.8,57202.0,57214.9,57237.5,17328.6,17325.2,17329.8,1092.6,1092.5,1092.5,5607.2,5610.4,5612.7,29100.6,29096.4,27.080000,45.540001
71,coffee,18284.8,18269.3,43407.9,43456.6,43457.9,36883.4,36842.2,36827.0,20516.5,20519.9,20507.1,17814.7,17818.2,17810.2,21027.5,21029.5,27155.9,27145.4,8587.6,8588.8,8588.8,14550.7,14552.1,14556.3,29093.5,29090.0,29078.8,52308.5,52300.9,52296.1,19412.6,19406.4,41535.5,41492.4,41135.5,41193.9,41210.3,205170.8,205432.9,204620.5,105318.1,105522.6,105072.5,110100.8,110170.2,110402.2,119541.7,119658.3,1663503.4,1649446.4,57316.7,57214.4,57262.9,17332.4,17340.3,17334.8,1092.6,1092.5,1092.5,5613.2,5617.5,5620.3,29096.7,29118.3,27.090000,45.299999
72,IrishCream,17726.0,17726.9,29906.4,29916.9,29899.8,31887.1,31900.1,31880.8,19521.4,19526.4,19515.3,12676.4,12676.0,12674.0,21208.5,21205.3,27573.9,27521.7,8672.1,8671.2,8672.2,15721.8,15722.0,15729.4,25505.4,25494.8,25485.8,39961.0,39967.6,39970.6,19124.5,19123.6,41196.6,41124.1,36306.6,36250.8,36305.9,212159.8,212462.8,211974.7,95823.3,95764.7,95844.1,110842.5,110908.6,111137.6,122835.7,123079.6,1654948.6,1628244.1,50804.1,50808.4,50835.6,16903.4,16903.2,16891.1,1092.6,1092.5,1092.5,5136.3,5139.8,5142.3,27497.2,27541.1,23.100000,49.400002
73,IrishCream,17727.0,17728.4,29861.3,29869.3,29884.9,31840.1,31845.1,31818.6,19515.8,19518.5,19514.3,12670.1,12669.4,12670.1,21213.3,21217.3,27576.5,27538.6,8670.8,8668.8,8667.9,15726.6,15721.3,15726.3,25488.3,25476.2,25474.5,39932.2,39946.4,39913.9,19117.6,19115.1,41123.0,41223.5,36254.6,36245.4,36231.1,212462.8,212012.5,212553.9,95782.4,95766.2,95755.4,110848.7,110629.1,110870.4,123131.9,123038.9,1643300.0,1653110.5,50799.1,50811.2,50842.3,16899.6,16901.7,16900.1,1092.6,1092.5,1092.5,5134.6,5138.3,5140.8,27516.8,27536.4,23.110001,49.360001
74,IrishCream,17737.1,17731.0,29901.0,29866.6,29881.4,31785.1,31779.8,31779.8,19509.9,19500.1,19506.3,12669.9,12673.3,12666.5,21206.0,21206.1,27588.8,27540.1,8667.2,8667.8,8668.0,15724.2,15726.1,15729.2,25474.5,25475.5,25462.7,39861.5,39920.4,39931.4,19115.9,19118.2,41136.9,41176.3,36324.1,36284.3,36305.0,212880.8,211533.9,213059.9,95572.3,95777.8,95728.5,110528.4,110693.0,111035.9,123323.3,123223.7,1625354.9,1593381.8,50849.5,50805.4,50773.9,16898.3,16892.0,16894.3,1092.6,1092.5,1092.5,5133.7,5138.2,5139.5,27519.4,27505.5,23.110001,49.320000
75,IrishCream,17713.1,17714.6,29904.9,29897.1,29891.1,31763.0,31763.0,31757.8,19501.4,19504.8,19504.5,12668.9,12661.6,12662.9,21211.2,21205.7,27579.3,27546.2,8668.6,8669.6,8668.0,15719.0,15723.4,15728.5,25469.8,25462.6,25452.7,39898.9,39912.8,39923.0,19124.4,19119.2,41194.2,41154.5,36257.5,36264.6,36266.4,212390.8,211364.9,212027.6,95560.0,95580.8,95443.5,110838.4,110850.8,110737.3,122939.7,123223.7,1645116.5,1631814.4,50866.9,50799.5,50837.5,16895.2,16891.6,16899.1,1092.6,1092.5,1092.5,5134.2,5137.2,5140.1,27518.0,27515.3,23.139999,49.400002
76,IrishCream,17713.2,17716.2,29863.5,29862.4,29850.7,31730.8,31715.1,31749.2,19502.9,19501.6,19503.2,12663.3,12661.3,12662.8,21211.1,21206.7,27573.5,27543.3,8668.4,8667.3,8668.3,15726.5,15719.1,15724.8,25465.5,25450.6,25450.2,39902.4,39915.7,39927.5,19114.6,19109.3,41144.8,41209.4,36228.3,36171.2,36232.9,211481.3,212050.2,211959.6,95602.3,95557.0,95674.6,110608.6,110400.2,110614.7,123096.2,123156.1,1675441.0,1606062.1,50752.0,50837.5,50836.0,16893.9,16887.7,16889.1,1092.6,1092.5,1092.5,5133.3,5136.4,5138.8,27492.6,27536.1,23.139999,49.369999
77,IrishCream,17698.8,17713.4,29845.0,29828.6,29866.1,31721.3,31710.4,31712.9,19505.4,19500.6,19497.2,12662.6,12659.6,12661.0,21183.6,21185.5,27577.4,27534.6,8663.9,8664.0,8663.6,15718.9,15719.9,15718.8,25456.4,25445.3,25456.4,39927.7,39903.9,39912.3,19107.1,19113.4,41148.1,41176.9,36279.4,36332.7,36244.4,212485.6,211740.9,211857.7,95476.4,95539.3,95695.3,110404.3,110791.9,110578.8,123301.6,123156.1,1628689.6,1696689.0,50781.5,50801.0,50821.0,16893.3,16887.3,16889.3,1092.6,1092.5,1092.5,5133.0,5136.5,5138.6,27520.8,27521.2,23.160000,49.380001
78,IrishCream,17710.8,17708.2,29865.7,29851.3,29865.7,31694.6,31704.0,31729.3,19496.4,19497.7,19496.9,12656.7,12658.6,12657.5,21199.2,21185.8,27552.9,27529.3,8663.0,8663.3,8662.7,15716.1,15714.6,15722.6,25448.6,25447.1,25441.9,39929.9,39893.7,39900.0,19111.4,19117.6,41177.2,41153.9,36298.9,36252.6,36266.6,212383.2,211872.8,212812.3,95503.3,95519.4,95489.5,110450.4,110368.5,110582.9,123226.2,122726.7,1630473.8,1667463.6,50811.7,50719.3,50792.6,16886.6,16887.2,16883.4,1092.6,1092.5,1092.5,5133.5,5136.4,5139.9,27506.3,27502.8,23.160000,49.470001
79,IrishCream,17708.7,17715.4,29843.7,29847.5,29844.4,31697.0,31693.7,31679.5,19500.8,19497.5,19487.8,12661.9,12662.0,12658.7,21184.2,21183.2,27554.8,27519.6,8662.3,8661.4,8662.2,15722.8,15720.3,15723.4,25442.3,25443.7,25443.9,39864.6,39863.5,39853.4,19130.2,19134.0,41195.6,41204.2,36322.1,36359.4,36347.5,210990.2,212368.0,212413.5,95569.2,95660.7,95476.4,110480.2,110771.3,110484.3,123041.4,123129.3,1670739.2,1608883.4,50765.0,50813.0,50808.9,16884.7,16881.3,16880.7,1092.6,1092.5,1092.5,5137.7,5141.0,5143.4,27506.4,27557.2,23.209999,49.509998
80,IrishCream,17727.7,17730.8,29942.5,29931.0,29897.1,31633.0,31655.1,31631.3,19502.4,19506.9,19502.1,12654.7,12654.5,12657.6,21205.8,21196.2,27561.5,27526.8,8663.3,8662.6,8662.0,15721.1,15726.4,15726.9,25456.5,25441.3,25454.3,39879.3,39902.1,39885.8,19126.4,19121.6,41155.3,41181.6,36302.3,36315.6,36299.8,212531.1,212144.7,212243.1,95451.9,95583.8,95684.6,110180.4,110669.3,110456.6,123203.2,123106.4,1627131.6,1655869.2,50770.2,50775.2,50818.4,16885.4,16883.5,16877.9,1092.6,1092.5,1092.5,5136.8,5140.9,5142.8,27530.2,27528.8,23.219999,49.660000
81,IrishCream,17720.3,17726.8,29913.2,29905.7,29889.2,31637.1,31603.7,31630.4,19503.5,19509.9,19497.2,12655.5,12656.1,12655.5,21181.8,21173.5,27549.2,27538.5,8661.1,8660.4,8659.6,15725.4,15727.4,15732.5,25457.2,25451.8,25445.7,39881.6,39862.1,39888.2,19118.7,19112.7,41193.9,41158.8,36351.0,36359.7,36406.5,211643.0,212740.0,212159.8,95487.9,95525.5,95623.0,110157.9,110318.3,110331.6,123108.9,122817.9,1678511.5,1610624.4,50721.5,50766.7,50793.0,16885.9,16882.5,16884.6,1092.6,1092.5,1092.5,5136.6,5140.1,5142.6,27506.9,27512.6,23.209999,49.779999
82,IrishCream,17710.0,17713.7,29895.2,29844.3,29893.7,31592.8,31655.3,31599.7,19503.1,19500.1,19497.6,12651.7,12650.7,12653.9,21175.8,21181.2,27560.7,27522.5,8657.5,8659.8,8659.1,15722.3,15723.6,15729.0,25450.7,25436.8,25444.3,39877.5,39889.5,39893.4,19114.9,19112.2,41139.2,41147.2,36320.0,36335.5,36412.2,212095.6,213021.8,212858.0,95755.4,95579.2,95453.5,110110.0,110224.3,110498.6,122875.0,123163.7,1649903.5,1640583.1,50784.1,50797.8,50806.2,16882.0,16875.6,16879.4,1092.6,1092.5,1092.5,5135.7,5139.6,5141.9,27493.2,27525.8,23.219999,49.889999
83,IrishCream,17693.8,17719.3,29888.8,29894.2,29894.0,31604.4,31583.9,31608.0,19506.9,19499.8,19501.3,12647.0,12648.6,12650.7,21189.4,21178.7,27540.1,27490.4,8659.7,8661.7,8659.9,15726.0,15723.7,15728.0,25444.4,25442.7,25433.7,39895.3,39914.6,39911.8,19102.8,19106.0,41103.9,41140.1,36341.9,36313.4,36315.2,212413.5,212664.0,212797.1,95659.2,95599.2,95678.4,110138.6,110201.8,109995.0,122984.2,123143.3,1698625.4,1603035.1,50750.3,50792.6,50719.7,16884.7,16879.3,16879.3,1092.6,1092.5,1092.5,5134.4,5139.0,5140.5,27517.1,27507.3,23.250000,50.040001
84,IrishCream,17707.6,17707.7,29923.9,29906.7,29898.5,31599.1,31574.9,31583.2,19491.3,19497.6,19492.7,12650.5,12650.9,12642.6,21176.4,21184.3,27584.1,27523.1,8658.7,8658.7,8659.3,15724.2,15725.3,15728.0,25444.1,25444.6,25436.0,39911.8,39896.6,39887.6,19103.2,19104.3,41125.8,41128.4,36333.9,36284.8,36273.7,212835.1,212345.3,212012.5,95516.3,95582.3,95659.2,109999.0,110078.4,110150.8,123012.2,122895.3,1665830.6,1647620.5,50724.9,50736.6,50808.9,16875.5,16874.1,16875.9,1092.6,1092.5,1092.5,5134.9,5137.4,5140.3,27509.2,27493.2,23.250000,50.189999
85,IrishCream,17708.2,17711.0,29891.1,29896.3,29876.0,31536.3,31551.2,31562.9,19496.3,19492.9,19474.4,12648.8,12648.9,12653.2,21171.5,21169.8,27558.2,27512.7,8660.1,8658.4,8657.8,15725.2,15726.8,15725.4,25456.7,25439.6,25434.5,39892.9,39922.5,39981.4,19098.8,19099.6,41126.7,41107.8,36308.0,36283.2,36292.3,211989.8,212850.4,212930.3,95547.8,95520.9,95610.7,110009.2,110120.2,110234.5,122861.0,123077.1,1657482.8,1663038.6,50747.7,50741.0,50747.2,16871.8,16876.4,16867.2,1092.6,1092.5,1092.5,5133.6,5136.8,5140.0,27490.2,27522.1,23.280001,50.320000
86,IrishCream,17699.2,17701.0,29910.1,29906.2,29889.2,31530.5,31529.6,31511.6,19487.1,19490.5,19492.9,12647.5,12647.8,12642.7,21152.9,21164.5,27547.2,27505.5,8656.5,8657.3,8658.0,15722.3,15723.1,15715.2,25451.6,25452.1,25485.0,39901.6,39909.4,39887.9,19097.9,19100.4,41088.8,41111.3,36238.1,36269.6,36227.7,212390.8,212508.3,212508.3,95432.8,95305.9,95404.5,109650.3,110112.1,109878.1,122994.4,122823.0,1626242.8,1647164.8,50674.1,50730.8,50718.0,16875.6,16877.0,16873.9,1092.6,1092.5,1092.5,5133.6,5137.8,5139.3,27517.4,27511.2,23.280001,50.450001
87,IrishCream,17702.7,17700.3,29880.2,29871.4,29858.9,31536.4,31513.3,31543.5,19480.8,19485.5,19485.8,12648.2,12645.5,12642.8,21169.7,21169.1,27527.4,27494.7,8654.8,8655.1,8652.0,15720.7,15729.8,15730.8,25445.4,25432.9,25437.0,39887.6,39912.8,39902.4,19094.6,19097.3,41141.9,41085.9,36238.7,36277.5,36261.4,212656.4,211080.0,214604.2,95135.9,95665.3,95465.7,109780.8,109782.8,109642.2,122944.8,122932.1,1621812.8,1614117.8,50746.8,50693.1,50724.9,16877.7,16873.2,16873.9,1092.6,1092.5,1092.5,5132.9,5137.2,5138.4,27498.6,27474.7,23.290001,50.619999
88,IrishCream,17688.7,17692.8,29889.8,29882.9,29901.6,31516.8,31531.5,31516.9,19486.3,19477.4,19486.1,12643.9,12640.1,12643.2,21164.8,21155.1,27536.1,27487.4,8656.2,8656.4,8655.5,15720.6,15731.6,15728.5,25450.0,25437.6,25434.9,39913.4,39902.4,39925.9,19096.3,19105.8,41128.4,41015.4,36228.8,36267.7,36371.2,211718.3,211564.0,211549.0,95510.9,95527.0,95215.1,109751.4,109884.2,109784.9,122885.1,123014.7,1665364.6,1632709.6,50713.5,50702.4,50733.4,16869.7,16872.5,16877.5,1092.6,1092.5,1092.5,5133.4,5136.2,5139.8,27474.5,27506.9,23.320000,50.720001
89,IrishCream,17700.3,17693.5,29909.1,29912.3,29898.2,31492.8,31489.7,31489.2,19483.3,19474.3,19479.2,12645.6,12640.6,12644.4,21164.6,21163.7,27520.1,27500.1,8651.9,8652.7,8654.1,15714.6,15724.7,15724.6,25458.2,25455.7,25437.6,39912.6,39902.4,39927.2,19079.2,19101.5,41105.8,41153.3,36273.7,36260.1,36272.9,211827.6,212212.8,211959.6,95483.3,95337.2,95465.7,109508.0,109806.1,109927.9,122975.3,122880.1,1627131.6,1753405.4,50663.5,50693.1,50699.4,16868.8,16870.4,16871.1,1092.6,1092.5,1092.5,5132.5,5136.6,5138.9,27489.3,27505.7,23.309999,50.790001
90,IrishCream,17695.8,17698.8,29893.5,29882.0,29859.2,31491.6,31470.5,31484.4,19479.6,19481.9,19484.9,12642.8,12641.4,12641.2,21154.3,21162.8,27513.8,27483.9,8654.8,8653.5,8653.0,15719.1,15720.4,15722.0,25461.7,25448.4,25433.9,39925.2,39914.6,39899.4,19093.2,19089.2,41140.4,41115.9,36200.3,36266.6,36250.8,212595.6,211974.7,212759.0,95455.0,95399.9,95471.8,109039.3,109820.3,109797.0,123749.1,122934.7,1672616.9,1632261.8,50658.1,50701.6,50679.9,16866.7,16869.9,16870.8,1092.6,1092.5,1092.5,5131.8,5136.1,5137.7,27504.3,27473.3,23.350000,50.880001
