,category,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,sensor22,sensor23,sensor24,sensor25,sensor26,sensor27,sensor28,sensor29,sensor30,sensor31,sensor32,sensor33,sensor34,sensor35,sensor36,sensor37,sensor38,sensor39,sensor40,sensor41,sensor42,sensor43,sensor44,sensor45,sensor46,sensor47,sensor48,sensor49,sensor50,sensor51,sensor52,sensor53,sensor54,sensor55,sensor56,sensor57,sensor58,sensor59,sensor60,sensor61,sensor62,sensor63,sensor64,sensor65,sensor66
91,IrishCream,17687.3,17696.9,29880.7,29844.3,29862.6,31465.4,31476.7,31466.8,19486.0,19475.9,19477.0,12641.3,12635.7,12639.2,21165.6,21164.2,27520.3,27492.6,8651.7,8650.5,8650.2,15716.3,15720.1,15724.0,25441.2,25445.0,25434.1,39910.4,39922.0,39926.1,19094.4,19089.1,41125.6,41039.4,36269.8,36297.8,36249.1,212835.1,212462.8,211967.1,95015.8,95507.9,95519.4,109874.1,109705.9,109709.9,122442.5,122850.9,1663503.4,1631367.4,50689.7,50738.4,50702.9,16870.5,16864.7,16868.4,1092.6,1092.5,1092.5,5133.7,5135.3,5138.1,27479.8,27488.3,23.370001,50.910000
92,IrishCream,17690.0,17692.3,29845.3,29855.7,29857.0,31436.4,31438.8,31422.6,19475.3,19480.3,19470.7,12632.7,12634.3,12637.8,21155.5,21154.3,27517.7,27498.3,8653.6,8653.7,8651.3,15716.6,15716.7,15724.7,25437.1,25433.2,25426.5,39913.6,39917.8,39920.9,19084.0,19088.6,41040.0,41099.4,36293.9,36290.9,36266.4,211226.1,212455.2,212212.8,95417.5,95223.5,95365.5,109492.9,109459.6,109672.5,122605.3,122972.8,1647620.5,1647164.8,50657.3,50636.1,50710.9,16848.5,16870.6,16860.3,1092.6,1092.5,1092.5,5131.8,5135.4,5137.7,27466.4,27508.0,23.389999,51.009998
93,IrishCream,17690.3,17683.7,29887.8,29896.4,29893.7,31401.6,31422.9,31431.5,19476.1,19473.7,19476.9,12636.5,12633.1,12634.3,21158.3,21163.1,27527.1,27494.3,8649.0,8649.5,8649.5,15715.3,15715.3,15718.6,25451.4,25428.8,25436.5,39951.1,39927.2,39922.8,19091.7,19086.3,41053.9,41084.4,36285.4,36269.8,36292.8,212584.2,212880.8,212440.1,95451.9,95310.4,95284.5,109431.4,109510.0,109431.4,122858.5,123046.5,1641035.4,1635400.5,50498.6,50630.3,50680.4,16866.4,16863.0,16867.7,1092.6,1092.5,1092.5,5130.4,5135.6,5137.2,27489.5,27483.6,23.379999,51.110001
94,IrishCream,17675.1,17677.2,29896.3,29868.9,29854.7,31428.1,31403.5,31414.2,19468.2,19470.7,19465.9,12637.9,12634.5,12637.6,21158.2,21167.1,27510.2,27482.5,8649.0,8648.2,8648.4,15711.8,15715.2,15725.7,25450.8,25445.3,25427.6,39934.3,39906.8,39909.4,19080.2,19075.3,41104.6,41067.5,36324.5,36325.7,36250.6,212896.1,211455.0,212129.6,95340.2,95296.7,95015.8,109332.9,109299.7,109656.4,123030.0,122334.3,1645571.2,1656560.4,50693.6,50640.4,50674.5,16862.3,16856.5,16861.9,1092.6,1092.5,1092.5,5131.5,5135.2,5137.4,27485.1,27416.6,23.389999,51.180000
95,IrishCream,17692.6,17686.3,29899.1,29898.6,29886.1,31382.8,31374.6,31385.3,19468.9,19468.1,19473.0,12633.6,12631.3,12634.2,21148.5,21132.7,27514.4,27465.2,8649.0,8649.1,8650.2,15711.8,15715.0,15725.4,25444.9,25445.0,25436.2,39929.1,39900.0,39939.3,19091.8,19084.8,41073.6,41071.4,36243.9,36279.8,36285.2,211695.7,211850.2,212953.2,95299.7,95448.9,95331.0,109474.7,109155.3,109433.4,122537.1,122674.8,1625354.9,1639679.4,50714.8,50596.9,50663.1,16857.3,16863.2,16856.5,1092.6,1092.5,1092.5,5135.3,5137.7,5142.2,27495.8,27541.7,23.420000,51.270000
96,IrishCream,17711.4,17708.9,29956.6,29923.6,29962.8,31351.5,31337.3,31334.7,19467.7,19470.1,19467.7,12632.7,12633.7,12634.7,21132.2,21140.9,27509.7,27457.9,8649.5,8648.8,8649.2,15718.0,15723.2,15721.7,25450.8,25441.8,25448.9,39909.1,39905.7,39899.7,19108.3,19110.3,41074.6,41126.7,36280.7,36304.8,36353.6,211725.8,212345.3,211925.6,95422.1,95406.0,95412.1,109313.8,109082.2,109176.4,122752.0,122719.1,1627131.6,1658868.2,50660.3,50653.8,50686.4,16865.8,16865.4,16857.5,1092.6,1092.5,1092.5,5135.8,5140.2,5142.5,27476.7,27509.9,23.430000,51.299999
97,IrishCream,17694.4,17701.6,29941.8,29951.8,29931.3,31366.1,31357.0,31345.6,19477.1,19474.7,19470.2,12636.4,12630.4,12632.3,21147.3,21153.6,27518.2,27479.7,8651.7,8649.2,8649.4,15723.3,15724.0,15726.1,25437.1,25425.6,25438.0,39914.6,39909.9,39921.2,19100.0,19099.0,41098.8,41124.4,36255.3,36329.3,36272.7,212819.9,212088.0,212740.0,95359.3,95471.8,95426.6,109076.2,109565.5,109455.6,123082.2,122679.9,1625798.6,1636299.5,50673.2,50646.2,50682.1,16864.6,16858.2,16863.6,1092.6,1092.5,1092.5,5135.3,5139.6,5140.3,27512.9,27482.5,23.410000,51.400002
98,IrishCream,17692.7,17686.1,29938.0,29931.6,29941.4,31340.3,31338.5,31348.3,19470.2,19468.4,19473.6,12633.1,12630.3,12628.1,21147.6,21159.9,27493.4,27479.9,8651.8,8650.0,8648.4,15724.1,15726.8,15727.7,25451.0,25442.8,25429.2,39900.5,39935.9,39913.1,19102.1,19098.5,41076.9,41062.7,36337.3,36322.1,36293.7,212095.6,212284.7,212440.1,95171.6,95473.4,95428.2,109344.9,109338.9,109116.3,122853.4,122724.2,1629581.2,1616308.8,50624.0,50622.7,50632.9,16860.4,16856.1,16859.5,1092.6,1092.5,1092.5,5136.2,5138.6,5141.3,27494.7,27474.5,23.450001,51.410000
99,IrishCream,17691.4,17692.6,29934.6,29962.0,29944.9,31328.7,31323.1,31305.5,19476.8,19472.6,19477.0,12635.2,12633.5,12629.7,21137.2,21133.9,27504.2,27482.5,8647.3,8649.3,8647.1,15725.9,15725.9,15732.2,25451.1,25457.9,25442.6,39928.8,39924.6,39926.4,19100.1,19096.1,41076.6,41081.6,36292.3,36262.5,36315.6,211095.0,212538.7,212065.3,95470.3,95429.7,95458.1,109172.3,109447.5,109563.4,122620.5,122801.4,1632261.8,1619166.0,50679.3,50672.4,50667.0,16860.6,16859.3,16860.7,1092.6,1092.5,1092.5,5135.3,5138.5,5141.9,27469.5,27505.2,23.450001,51.459999
100,IrishCream,17692.4,17691.5,29930.7,29944.0,29925.3,31305.6,31301.9,31299.2,19469.0,19472.6,19468.4,12637.5,12632.4,12630.9,21136.9,21142.0,27512.4,27465.1,8650.2,8648.2,8648.8,15724.0,15735.1,15732.1,25452.1,25459.5,25454.1,39942.5,39938.2,39914.9,19096.1,19096.4,41060.9,41074.6,36323.4,36295.9,36280.9,212546.3,212953.2,212284.7,95498.7,95547.8,95323.4,109276.6,109205.4,109245.5,122586.3,123002.0,1659330.5,1685162.9,50642.1,50629.8,50655.1,16856.7,16859.0,16857.3,1092.6,1092.5,1092.5,5134.5,5138.9,5140.5,27486.9,27500.1,23.459999,51.439999
101,IrishCream,17686.1,17687.0,29930.3,29941.2,29915.6,31293.5,31291.9,31286.9,19475.5,19461.2,19468.2,12640.1,12632.5,12636.6,21143.5,21151.8,27498.7,27468.7,8647.7,8647.7,8647.7,15726.2,15732.5,15732.3,25458.4,25446.4,25437.0,39952.4,39935.7,39931.6,19091.8,19096.8,41108.6,41099.7,36237.6,36334.1,36287.8,212998.9,212337.7,211918.1,95467.2,95447.3,95304.3,109028.3,109180.4,108910.5,122553.5,122783.7,1627799.0,1620929.4,50649.7,50674.1,50600.3,16858.8,16854.1,16859.7,1092.6,1092.5,1092.5,5134.6,5138.9,5140.7,27504.3,27472.7,23.490000,51.450001
102,IrishCream,17693.2,17692.4,29961.6,29944.6,29964.1,31293.5,31278.1,31276.1,19464.4,19471.9,19467.6,12638.3,12635.5,12635.7,21144.8,21148.1,27499.8,27465.9,8647.9,8646.8,8647.4,15729.2,15730.3,15731.0,25457.0,25448.0,25449.5,39939.0,39976.6,39938.5,19089.7,19080.5,41111.0,41039.7,36226.1,36234.4,36205.7,212671.6,212440.1,213094.3,95305.9,95528.6,95553.9,109353.0,109416.3,109336.9,122643.2,122744.4,1665830.6,1658868.2,50620.6,50604.6,50654.2,16856.9,16859.4,16856.4,1092.6,1092.5,1092.5,5135.4,5138.2,5141.8,27479.7,27479.9,23.490000,51.490002
103,IrishCream,17681.5,17678.4,29935.0,29935.0,29960.6,31262.3,31273.4,31266.8,19468.1,19467.8,19461.9,12636.7,12633.3,12636.1,21131.5,21124.9,27507.8,27468.2,8645.6,8645.4,8646.9,15727.6,15734.8,15735.4,25465.6,25459.0,25448.1,39980.8,39963.5,39942.5,19096.9,19085.0,41077.8,41087.4,36255.1,36256.2,36313.2,211643.0,212569.1,212122.0,95662.2,95445.0,95528.6,109207.4,109315.8,109425.4,122825.5,122825.5,1628244.1,1640583.1,50603.3,50622.3,50652.9,16858.7,16856.9,16838.1,1092.6,1092.5,1092.5,5134.5,5138.1,5141.4,27462.4,27509.7,23.500000,51.450001
104,IrishCream,17685.1,17680.8,29945.3,29931.3,29949.9,31266.1,31252.5,31267.1,19472.1,19469.7,19458.8,12638.4,12635.6,12635.5,21132.5,21134.4,27497.7,27452.0,8644.0,8644.9,8644.4,15731.6,15725.6,15736.7,25473.2,25449.0,25440.2,39979.7,39932.7,39967.4,19089.6,19090.8,41038.3,41049.0,36236.7,36279.6,36261.6,213094.3,212953.2,212352.9,95442.0,95313.5,95440.4,109020.3,109239.5,109106.3,122263.9,122820.4,1658868.2,1666530.1,50638.3,50648.0,50661.4,16853.9,16853.7,16856.0,1092.6,1092.5,1092.5,5133.6,5138.1,5140.3,27476.0,27476.6,23.520000,51.450001
105,IrishCream,17678.7,17682.7,29932.8,29928.7,29991.2,31235.9,31230.3,31246.7,19462.9,19468.1,19467.4,12636.9,12632.4,12635.1,21130.5,21131.9,27479.5,27462.4,8644.1,8643.5,8642.5,15729.8,15730.0,15734.6,25463.1,25457.6,25451.9,39966.6,39991.0,39944.2,19082.1,19083.1,41061.7,41049.8,36277.5,36318.2,36326.2,213178.2,211789.9,212020.0,95317.3,95476.4,95374.6,109116.3,109441.5,109268.6,122421.1,122482.9,1608231.2,1620488.2,50660.3,50670.6,50616.3,16853.1,16849.8,16854.0,1092.6,1092.5,1092.5,5134.3,5137.5,5139.6,27483.4,27455.4,23.520000,51.500000
106,IrishCream,17680.7,17693.5,29976.9,29974.3,29993.4,31248.3,31244.4,31250.2,19465.4,19469.1,19463.3,12642.2,12636.3,12636.4,21123.7,21133.3,27488.0,27457.9,8644.9,8645.1,8645.5,15734.3,15733.2,15735.1,25470.6,25461.6,25469.4,39990.2,39999.5,39972.9,19087.9,19082.8,41081.9,41058.0,36179.8,36260.1,36233.1,211387.4,213037.0,212197.7,95453.5,95547.8,95480.3,109172.3,109125.3,109455.6,122494.2,122534.6,1668866.0,1662574.2,50653.8,50611.7,50627.7,16848.6,16856.5,16850.1,1092.6,1092.5,1092.5,5134.2,5137.2,5140.4,27457.4,27485.7,23.530001,51.509998
107,IrishCream,17672.2,17679.2,29977.8,29972.5,29972.8,31226.7,31230.1,31217.0,19464.8,19468.6,19464.6,12642.9,12640.4,12643.8,21175.0,21141.3,27490.4,27451.4,8644.8,8644.6,8645.2,15725.9,15731.4,15735.1,25473.6,25468.8,25463.1,39974.5,39952.7,39951.9,19081.6,19082.5,41031.2,41105.8,36251.7,36220.2,36202.6,211564.0,212057.8,211609.1,95513.2,95396.8,95246.3,109348.9,109260.6,109441.5,122475.3,122887.7,1670739.2,1617186.9,50618.0,50678.4,50654.2,16852.5,16849.3,16847.3,1092.6,1092.5,1092.5,5133.6,5137.8,5139.4,27443.8,27467.1,23.570000,51.450001
108,IrishCream,17671.2,17672.6,29966.3,29954.7,29956.7,31215.1,31219.3,31201.1,19430.6,19454.2,19461.5,12647.8,12643.1,12642.5,21125.2,21121.3,27471.1,27453.5,8645.1,8645.2,8643.2,15727.4,15728.1,15737.6,25485.8,25468.4,25459.9,39990.5,39976.9,40001.0,19081.9,19081.9,41029.2,41029.2,36209.8,36272.3,36232.4,212368.0,211334.9,213021.8,95237.2,95177.7,95276.1,109125.3,109245.5,109028.3,122643.2,122610.3,1659330.5,1625798.6,50630.3,50690.1,50557.0,16852.6,16846.8,16850.7,1092.6,1092.5,1092.5,5133.0,5138.0,5139.5,27469.5,27471.1,23.570000,51.490002
109,IrishCream,17669.9,17667.3,29963.4,29955.5,29931.3,31176.0,31196.3,31199.3,19465.8,19459.3,19460.1,12646.6,12643.8,12641.0,21113.8,21116.4,27483.9,27457.9,8643.4,8643.0,8642.1,15723.3,15732.3,15731.1,25536.0,25488.2,25469.9,39981.4,39998.2,39984.4,19072.6,19083.4,41087.7,41032.5,36233.7,36288.7,36277.7,211710.8,211432.4,212375.6,95216.6,95315.0,95137.4,108903.5,109123.3,109131.3,122667.2,122509.4,1624911.1,1611496.2,50693.1,50636.5,50661.4,16846.8,16852.3,16854.3,1092.6,1092.5,1092.5,5133.3,5136.7,5139.4,27452.3,27468.6,23.590000,51.480000
110,IrishCream,17665.4,17664.6,29949.0,29952.6,29959.5,31187.6,31190.5,31196.6,19460.3,19464.4,19455.1,12645.6,12644.1,12643.6,21113.3,21116.4,27479.2,27456.7,8639.9,8644.6,8644.7,15736.7,15735.1,15737.1,25478.6,25489.5,25486.4,40001.3,40020.3,39991.3,19081.8,19078.1,41063.3,41029.0,36254.4,36238.1,36257.3,212277.1,212812.3,211857.7,95318.8,95132.8,95213.5,108992.3,109250.5,109159.3,122506.8,122532.1,1674027.8,1628244.1,50628.6,50635.7,50592.3,16845.7,16849.8,16846.2,1092.6,1092.5,1092.5,5133.1,5136.2,5139.1,27437.7,27489.5,23.600000,51.490002
111,IrishCream,17669.3,17665.2,29992.1,29986.5,29970.5,31160.6,31177.4,31175.3,19455.9,19460.4,19456.1,12645.1,12647.5,12648.0,21136.3,21114.2,27481.8,27442.9,8642.9,8643.7,8644.5,15723.4,15733.9,15732.0,25499.5,25483.6,25483.0,40002.9,39980.3,39996.8,19083.4,19076.9,41020.9,41035.9,36429.7,36312.5,36349.4,212129.6,212330.2,211880.3,95308.9,95232.6,95396.8,108992.3,109137.3,109258.6,122640.7,122714.0,1635849.9,1657944.2,50663.9,50616.3,50603.3,16847.3,16842.4,16845.2,1092.6,1092.5,1092.5,5132.9,5136.8,5138.8,27478.5,27483.6,23.590000,51.500000
112,IrishCream,17664.7,17664.0,30009.8,29995.2,29994.4,31172.4,31153.4,31161.4,19461.3,19451.8,19464.6,12646.7,12642.4,12647.7,21122.4,21117.0,27479.8,27428.8,8643.8,8643.6,8643.2,15731.5,15737.6,15736.0,25496.5,25484.2,25486.5,40047.1,39904.4,39999.5,19076.3,19083.3,41051.4,41030.7,36287.0,36268.9,36242.8,212664.0,211271.1,213553.1,95335.6,95350.2,95326.5,109037.3,109229.5,109272.6,122467.7,122534.6,1651734.6,1649903.5,50619.3,50622.7,50646.7,16847.7,16840.7,16850.0,1092.6,1092.5,1092.5,5132.7,5137.0,5138.9,27461.0,27444.8,23.629999,51.470001
113,IrishCream,17671.3,17671.3,29995.3,30003.6,29987.9,31153.9,31146.8,31152.3,19454.6,19455.7,19453.9,12650.8,12646.4,12642.6,21122.3,21121.7,27472.9,27450.5,8644.5,8640.3,8641.4,15733.5,15733.7,15735.1,25495.6,25476.7,25486.6,39994.9,40018.4,40028.5,19075.8,19073.5,41050.5,41003.5,36324.3,36287.6,36379.0,212330.2,212020.0,212827.5,95377.7,95387.6,95542.4,109143.3,109812.2,109112.3,122395.9,122581.3,1674027.8,1686834.1,50607.9,50663.1,50615.8,16835.9,16842.6,16843.5,1092.6,1092.5,1092.5,5134.3,5136.7,5140.6,27450.1,27485.5,23.660000,51.529999
114,IrishCream,17670.4,17666.9,29998.6,29997.2,30005.3,31128.5,31106.0,31144.3,19449.9,19454.4,19445.0,12651.3,12645.8,12648.2,21122.5,21119.4,27464.8,27434.4,8644.8,8642.4,8643.6,15730.8,15735.5,15737.0,25505.7,25485.6,25482.7,40035.0,40025.8,39999.5,19081.1,19082.4,41007.1,41068.8,36324.5,36346.4,36346.9,211778.6,209512.0,212106.9,95629.2,95818.7,95510.9,108944.4,109028.3,108953.4,122209.9,122233.7,1620488.2,1625798.6,50633.3,50632.9,50640.9,16845.7,16840.6,16844.8,1092.6,1092.5,1092.5,5134.0,5138.9,5140.5,27450.1,27474.2,23.670000,51.490002
115,IrishCream,17672.6,17675.3,30037.2,30031.2,30028.9,31109.4,31106.7,31111.2,19454.4,19447.2,19449.1,12654.1,12648.6,12651.3,21107.6,21105.8,27474.3,27439.1,8642.8,8640.5,8642.2,15738.3,15745.4,15740.6,25498.1,25498.9,25496.8,40029.7,40020.8,40021.4,19082.9,19074.6,41036.5,41033.4,36357.8,36352.5,36390.2,212227.9,212212.8,211857.7,95335.6,95374.6,95484.9,108786.0,109127.3,109092.3,122625.5,122369.5,1651734.6,1630027.4,50646.7,50611.7,50612.2,16845.2,16862.4,16845.0,1092.6,1092.5,1092.5,5135.2,5140.1,5141.8,27473.4,27445.0,23.660000,51.490002
116,IrishCream,17673.8,17678.0,30027.8,30032.1,30028.6,31094.5,31095.7,31108.2,19450.2,19463.4,19461.9,12652.5,12649.4,12652.5,21116.8,21112.1,27486.6,27441.4,8643.6,8642.8,8642.3,15745.8,15749.0,15747.8,25496.5,25490.0,25488.1,40031.6,40015.0,40022.7,19080.0,19084.2,41078.3,41064.1,36426.4,36346.6,36372.1,212057.8,212531.1,212269.6,95533.2,95564.6,95295.2,109026.3,109008.3,109319.8,122596.4,122532.1,1480640.8,1666530.1,50676.3,50699.0,50698.5,16837.5,16844.7,16840.9,1092.6,1092.5,1092.5,5137.3,5140.2,5143.8,27454.9,27476.2,23.670000,51.470001
117,IrishCream,17668.3,17682.5,30065.2,30053.5,30044.6,31055.1,31063.9,31090.1,19458.2,19456.4,19455.8,12651.0,12653.5,12648.7,21109.7,21099.7,27475.5,27452.7,8644.3,8642.4,8641.2,15752.6,15753.9,15750.8,25507.8,25492.4,25479.9,39995.5,40005.6,40032.2,19088.2,19086.4,41020.0,41062.4,36361.9,36364.2,36346.2,212152.3,212873.2,212258.2,95629.2,95665.3,95679.9,109055.3,109055.3,108811.9,122266.4,122568.7,1700080.8,1679932.4,50605.1,50656.8,50679.3,16843.5,16849.0,16843.2,1092.6,1092.5,1092.5,5137.6,5142.1,5143.9,27434.0,27491.7,23.700001,51.430000
118,IrishCream,17670.7,17675.4,30052.9,30059.2,30027.2,31075.3,31077.2,31073.9,19449.9,19458.5,19455.1,12657.4,12653.7,12658.7,21105.0,21114.4,27463.0,27442.0,8644.4,8642.8,8644.2,15755.7,15755.0,15754.2,25499.7,25504.4,25488.9,40066.7,40011.8,40026.4,19078.7,19084.8,40984.4,41045.5,36339.1,36326.9,36286.3,213760.2,212842.8,213304.3,95722.3,95743.1,95487.9,108975.3,109014.3,109198.4,122477.8,122028.1,1686834.1,1648989.8,50651.4,50647.5,50607.4,16844.8,16841.1,16844.9,1092.6,1092.5,1092.5,5137.6,5142.2,5144.7,27487.1,27466.4,23.709999,51.439999
119,IrishCream,17681.0,17673.3,30090.3,30075.5,30072.6,31060.4,31041.0,31039.4,19457.9,19460.3,19449.6,12657.3,12656.3,12653.0,21107.9,21112.7,27452.0,27431.1,8638.9,8640.9,8641.0,15753.1,15756.3,15758.7,25517.4,25501.4,25501.9,40016.1,40046.3,40039.3,19087.0,19079.8,41037.3,41016.8,36352.5,36276.4,36401.5,212432.5,212953.2,212470.4,95461.1,95841.1,95553.9,108824.8,108987.3,108830.8,122801.4,122194.8,1639228.0,1603035.1,50683.4,50640.0,50662.2,16839.5,16840.8,16840.4,1092.6,1092.5,1092.5,5138.0,5141.5,5144.0,27463.8,27471.7,23.709999,51.459999
120,IrishCream,17669.2,17665.8,30070.7,30088.8,30087.7,31035.3,31027.8,31035.1,19452.1,19451.5,19454.3,12659.1,12659.1,12656.8,21105.0,21102.7,27456.1,27425.0,8644.6,8643.3,8642.9,15749.4,15759.0,15756.1,25504.7,25496.7,25501.5,40035.5,40048.2,40049.6,19077.3,19076.7,41007.9,41016.2,36329.7,36256.6,36296.3,211887.9,212983.7,212641.2,95635.3,95429.7,95615.3,109116.3,108854.7,109024.3,122369.5,122539.6,1650360.9,1680881.0,50597.3,50573.4,50512.1,16841.0,16838.2,16839.7,1092.6,1092.5,1092.5,5137.8,5140.7,5144.7,27427.8,27490.4,23.740000,51.540001
121,IrishCream,17674.2,17672.8,30077.5,30064.9,30076.3,31010.5,31031.6,31018.5,19460.3,19453.8,19449.1,12659.1,12663.0,12659.0,21127.6,21124.0,27456.4,27422.1,8641.5,8641.5,8639.7,15758.4,15759.7,15758.5,25526.9,25508.7,25519.5,40057.3,40062.0,40076.7,19078.9,19078.1,41010.1,41023.4,36307.1,36351.2,36316.9,212865.6,212679.2,211880.3,95517.8,95510.9,95835.7,109082.2,108883.6,109332.9,122455.1,122460.2,1616308.8,1645116.5,50605.1,50632.4,50651.4,16836.1,16838.8,16833.6,1092.6,1092.6,1092.5,5136.9,5141.6,5143.3,27466.0,27470.3,23.750000,51.560001
122,IrishCream,17662.3,17667.0,30074.4,30084.6,30093.4,31001.7,31014.2,30996.9,19453.9,19452.4,19453.3,12664.1,12663.8,12660.5,21104.1,21112.7,27447.5,27430.6,8643.2,8641.7,8642.0,15756.3,15763.9,15763.8,25528.1,25508.1,25520.5,40060.4,40074.7,40070.9,19076.4,19076.1,41027.8,40998.8,36295.0,36296.5,36337.1,213101.9,212307.4,212610.8,95365.5,95669.9,95528.6,108944.4,109018.3,108977.3,122553.5,122408.5,1632261.8,1688269.1,50633.9,50627.3,50663.1,16843.5,16827.6,16834.5,1092.6,1092.5,1092.5,5137.5,5141.0,5143.6,27446.4,27430.6,23.740000,51.580002
123,IrishCream,17661.9,17662.8,30093.8,30102.5,30082.8,30975.9,30977.4,30998.6,19453.7,19455.9,19453.6,12667.4,12664.7,12662.1,21106.8,21103.0,27460.0,27420.6,8642.0,8640.7,8641.4,15753.9,15760.5,15764.4,25530.1,25517.5,25513.6,40072.3,40051.5,40053.8,19065.2,19070.1,41026.4,40950.7,36270.5,36251.2,36266.8,211812.5,212865.6,212235.5,95643.8,95701.5,95522.4,108765.1,108687.6,108840.7,122325.5,122140.9,1598515.6,1662110.1,50661.8,50618.0,50596.9,16840.8,16840.9,16837.5,1092.6,1092.5,1092.5,5137.6,5140.7,5143.8,27443.1,27469.0,23.780001,51.570000
124,IrishCream,17661.2,17659.6,30093.1,30107.7,30063.9,30978.2,30988.1,30987.8,19453.4,19454.2,19456.3,12667.7,12667.2,12664.4,21103.1,21105.0,27440.7,27423.9,8639.2,8640.7,8639.9,15757.9,15765.0,15762.9,25543.6,25515.0,25513.7,40089.2,40104.2,40097.2,19076.2,19076.9,41000.8,41007.1,36224.7,36253.2,36248.2,211102.4,212080.4,212531.1,95950.1,95620.0,95687.6,108879.6,109035.3,108871.6,122038.1,122341.8,1641487.8,1600449.4,50615.4,50622.3,50631.6,16840.4,16838.0,16833.5,1092.6,1092.5,1092.5,5136.9,5141.2,5144.0,27419.7,27472.4,23.799999,51.580002
125,IrishCream,17658.4,17667.3,30106.0,30069.0,30056.0,30965.3,30969.1,30991.8,19455.2,19453.6,19446.1,12667.3,12665.6,12667.4,21098.0,21103.3,27462.2,27415.7,8641.8,8638.9,8643.0,15765.6,15764.9,15767.9,25536.5,25530.2,25526.8,40106.6,40080.9,40096.9,19074.1,19071.1,40982.8,40947.2,36274.4,36304.8,36292.8,211695.7,212057.8,212569.1,95315.0,95561.6,95755.4,108799.9,109016.3,108897.5,122292.8,122346.8,1637875.0,1589765.0,50644.1,50640.0,50639.1,16833.2,16835.6,16836.9,1092.6,1092.5,1092.5,5136.4,5140.9,5142.3,27458.2,27436.5,23.799999,51.619999
126,IrishCream,17663.4,17660.8,30097.9,30095.5,30103.4,30957.0,30959.0,30951.0,19454.5,19444.9,19446.9,12670.3,12670.2,12668.6,21095.3,21108.0,27450.4,27402.6,8641.3,8643.1,8644.9,15764.0,15762.4,15765.7,25539.6,25521.0,25530.8,40123.3,40086.7,40084.7,19071.4,19062.1,41049.2,40998.8,36282.2,36327.1,36322.5,212368.0,212159.8,211571.5,95629.2,95770.8,95618.4,108850.7,108761.1,109092.3,122509.4,122455.1,1632261.8,1656560.4,50706.8,50621.0,50635.2,16835.5,16835.4,16834.4,1092.6,1092.5,1092.5,5137.2,5139.7,5142.8,27441.3,27439.1,23.780001,51.650002
127,IrishCream,17657.7,17660.0,30095.8,30103.3,30109.1,30939.8,30947.4,30952.1,19451.8,19453.2,19443.7,12674.4,12669.8,12670.0,21083.4,21089.8,27443.1,27421.4,8640.4,8638.4,8640.8,15759.1,15761.9,15766.5,25552.1,25542.4,25539.6,40108.0,40099.5,40123.6,19067.2,19065.3,40977.7,41008.4,36354.9,36239.8,36342.1,211748.4,212717.2,212243.1,95608.4,95536.2,95784.0,108685.6,108786.0,108873.6,122236.2,122015.6,1632709.6,1646026.2,50610.0,50673.7,50648.4,16825.8,16835.4,16832.6,1092.6,1092.5,1092.5,5137.0,5139.8,5143.2,27423.0,27462.1,23.840000,51.610001
128,IrishCream,17651.4,17646.6,30142.7,30116.0,30109.1,30946.6,30935.4,30947.9,19444.8,19452.7,19451.8,12676.1,12668.1,12667.4,21087.3,21084.6,27437.8,27395.7,8640.4,8639.0,8639.6,15759.4,15768.4,15765.6,25544.5,25546.8,25532.6,40138.2,40092.1,40111.4,19072.0,19071.1,41010.7,41058.9,36292.3,36346.6,36285.0,212292.3,212515.9,212235.5,95713.0,95489.5,95643.8,108832.8,108916.5,108778.1,122372.0,122467.7,1658406.1,1675441.0,50620.6,50610.0,50633.3,16834.7,16828.9,16829.3,1092.6,1092.6,1092.5,5135.6,5140.3,5142.0,27424.8,27461.0,23.840000,51.590000
129,IrishCream,17651.6,17650.1,30112.4,30119.0,30105.4,30926.4,30931.9,30945.8,19447.9,19452.3,19442.2,12673.4,12673.9,12674.9,21087.0,21079.9,27445.9,27400.5,8640.5,8639.6,8640.9,15761.2,15763.0,15766.1,25556.8,25543.5,25534.4,40156.7,40131.8,40118.0,19070.1,19068.3,41022.6,40977.7,36307.8,36311.6,36269.4,212945.6,212159.8,213560.7,95513.2,95359.3,95594.6,108730.3,109045.3,108807.9,122300.3,122310.4,1644662.1,1622254.5,50643.7,50607.4,50637.8,16827.7,16827.3,16834.7,1092.6,1092.5,1092.5,5135.9,5140.3,5141.4,27473.3,27436.5,23.840000,51.599998
130,IrishCream,17662.2,17656.2,30141.2,30144.5,30142.9,30906.3,30906.6,30919.5,19453.5,19453.5,19446.6,12677.9,12678.8,12679.5,21082.8,21085.2,27440.1,27410.0,8638.6,8639.2,8639.0,15760.4,15769.0,15764.9,25547.5,25540.5,25543.5,40139.7,40133.9,40105.3,19077.9,19081.0,41029.0,40976.5,36333.0,36378.6,36316.2,212515.9,212470.4,212618.4,95726.9,95927.6,95606.9,109035.3,108661.8,109037.3,122470.2,122354.4,1644207.9,1675912.8,50645.8,50636.5,50659.8,16828.3,16834.2,16830.7,1092.6,1092.5,1092.5,5142.7,5145.9,5149.1,27478.1,27476.8,23.850000,51.619999
